epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,9661.56,1.2576,0.82444,1.38065,0.71849,0.59101,0.66919,0.37588,1.61465,0.99815,1.79023,0.003655,0.003655,0.003655
143,9730.66,1.26725,0.8306,1.38245,0.71993,0.59355,0.67159,0.37758,1.61359,0.99686,1.7896,0.00361,0.00361,0.00361
144,9799.58,1.26894,0.82782,1.38232,0.71161,0.59944,0.67255,0.37855,1.6108,0.99911,1.78857,0.003565,0.003565,0.003565
145,9868.25,1.26005,0.82376,1.37835,0.73445,0.58427,0.67324,0.38018,1.60972,0.99941,1.78707,0.00352,0.00352,0.00352
146,9936.64,1.27224,0.8262,1.36771,0.73701,0.58202,0.67132,0.38013,1.60734,0.99759,1.78406,0.003475,0.003475,0.003475
147,10005.3,1.2707,0.83128,1.36817,0.73783,0.58708,0.67365,0.38144,1.60365,0.9961,1.77565,0.00343,0.00343,0.00343
148,10074.7,1.25719,0.82167,1.36542,0.73604,0.5906,0.67438,0.38299,1.60377,0.99485,1.77376,0.003385,0.003385,0.003385
149,10143.7,1.25417,0.81594,1.36493,0.74365,0.58346,0.67418,0.38314,1.60267,0.99364,1.77063,0.00334,0.00334,0.00334
150,10212.5,1.2525,0.815,1.36607,0.74012,0.58933,0.6746,0.3839,1.60088,0.9902,1.76764,0.003295,0.003295,0.003295
151,10281.4,1.24181,0.80895,1.35748,0.76481,0.57472,0.67524,0.38345,1.59932,0.99088,1.76555,0.00325,0.00325,0.00325
152,10350.4,1.23764,0.80678,1.35503,0.76909,0.57809,0.6749,0.3825,1.59757,0.99086,1.76606,0.003205,0.003205,0.003205
153,10419.6,1.23239,0.80916,1.3529,0.7704,0.5764,0.6758,0.38256,1.59836,0.99073,1.76719,0.00316,0.00316,0.00316
154,10487.8,1.21903,0.78957,1.34992,0.76904,0.57615,0.67568,0.38275,1.59829,0.98702,1.76592,0.003115,0.003115,0.003115
155,10556.5,1.22547,0.79159,1.3542,0.76359,0.57584,0.67461,0.38182,1.59899,0.98591,1.7686,0.00307,0.00307,0.00307
156,10625.3,1.22086,0.79171,1.35173,0.76497,0.57528,0.67326,0.38206,1.59644,0.98423,1.76694,0.003025,0.003025,0.003025
157,10694.7,1.22086,0.7889,1.34638,0.75399,0.5809,0.67365,0.38299,1.5921,0.98216,1.7643,0.00298,0.00298,0.00298
158,10763.3,1.22252,0.79431,1.34604,0.74963,0.58258,0.6742,0.38261,1.5914,0.98355,1.76396,0.002935,0.002935,0.002935
